Initializing env
'MountainCarEnv' object has no attribute 'init'
Initializing basis
Initializing agent
Initializing reward_func
'super' object has no attribute 'init'
Initializing gamma_func
Initializing offpolicy
'bool' object has no attribute 'init'
Initializing max_episodes
'int' object has no attribute 'init'
Initializing buffer_size
'int' object has no attribute 'init'
Initializing batch_size
'int' object has no attribute 'init'
Initializing seed
'int' object has no attribute 'init'
Episode: 688 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 689 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 690 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 691 | Total Reward: -106.0 | Length: 106 | Avg Reward: -1.0
Episode: 692 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 693 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 694 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 695 | Total Reward: -62.0 | Length: 62 | Avg Reward: -1.0
Episode: 696 | Total Reward: -96.0 | Length: 96 | Avg Reward: -1.0
Episode: 697 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 698 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 699 | Total Reward: -75.0 | Length: 75 | Avg Reward: -1.0
Episode: 700 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 701 | Total Reward: -60.0 | Length: 60 | Avg Reward: -1.0
Episode: 702 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 703 | Total Reward: -66.0 | Length: 66 | Avg Reward: -1.0
Episode: 704 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 705 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 706 | Total Reward: -84.0 | Length: 84 | Avg Reward: -1.0
Episode: 707 | Total Reward: -59.0 | Length: 59 | Avg Reward: -1.0
Episode: 708 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 709 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 710 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 711 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 712 | Total Reward: -59.0 | Length: 59 | Avg Reward: -1.0
Episode: 713 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 714 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 715 | Total Reward: -53.0 | Length: 53 | Avg Reward: -1.0
Episode: 716 | Total Reward: -94.0 | Length: 94 | Avg Reward: -1.0
Episode: 717 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 718 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 719 | Total Reward: -58.0 | Length: 58 | Avg Reward: -1.0
Episode: 720 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 721 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 722 | Total Reward: -55.0 | Length: 55 | Avg Reward: -1.0
Episode: 723 | Total Reward: -63.0 | Length: 63 | Avg Reward: -1.0
Episode: 724 | Total Reward: -73.0 | Length: 73 | Avg Reward: -1.0
Episode: 725 | Total Reward: -121.0 | Length: 121 | Avg Reward: -1.0
Episode: 726 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 727 | Total Reward: -95.0 | Length: 95 | Avg Reward: -1.0
Episode: 728 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 729 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 730 | Total Reward: -71.0 | Length: 71 | Avg Reward: -1.0
Episode: 731 | Total Reward: -57.0 | Length: 57 | Avg Reward: -1.0
Episode: 732 | Total Reward: -90.0 | Length: 90 | Avg Reward: -1.0
Episode: 733 | Total Reward: -55.0 | Length: 55 | Avg Reward: -1.0
Episode: 734 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 735 | Total Reward: -73.0 | Length: 73 | Avg Reward: -1.0
Episode: 736 | Total Reward: -58.0 | Length: 58 | Avg Reward: -1.0
Episode: 737 | Total Reward: -58.0 | Length: 58 | Avg Reward: -1.0
Episode: 738 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 739 | Total Reward: -81.0 | Length: 81 | Avg Reward: -1.0
Episode: 740 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 741 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 742 | Total Reward: -81.0 | Length: 81 | Avg Reward: -1.0
Episode: 743 | Total Reward: -58.0 | Length: 58 | Avg Reward: -1.0
Episode: 744 | Total Reward: -57.0 | Length: 57 | Avg Reward: -1.0
Episode: 745 | Total Reward: -45.0 | Length: 45 | Avg Reward: -1.0
Episode: 746 | Total Reward: -53.0 | Length: 53 | Avg Reward: -1.0
Episode: 747 | Total Reward: -67.0 | Length: 67 | Avg Reward: -1.0
Episode: 748 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 749 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 750 | Total Reward: -59.0 | Length: 59 | Avg Reward: -1.0
Episode: 751 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 752 | Total Reward: -56.0 | Length: 56 | Avg Reward: -1.0
Episode: 753 | Total Reward: -64.0 | Length: 64 | Avg Reward: -1.0
Episode: 754 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 755 | Total Reward: -84.0 | Length: 84 | Avg Reward: -1.0
Episode: 756 | Total Reward: -53.0 | Length: 53 | Avg Reward: -1.0
Episode: 757 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 758 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 759 | Total Reward: -89.0 | Length: 89 | Avg Reward: -1.0
Episode: 760 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 761 | Total Reward: -55.0 | Length: 55 | Avg Reward: -1.0
Episode: 762 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 763 | Total Reward: -62.0 | Length: 62 | Avg Reward: -1.0
Episode: 764 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 765 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 766 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 767 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 768 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 769 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 770 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 771 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 772 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 773 | Total Reward: -57.0 | Length: 57 | Avg Reward: -1.0
Episode: 774 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 775 | Total Reward: -55.0 | Length: 55 | Avg Reward: -1.0
Episode: 776 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 777 | Total Reward: -79.0 | Length: 79 | Avg Reward: -1.0
Episode: 778 | Total Reward: -81.0 | Length: 81 | Avg Reward: -1.0
Episode: 779 | Total Reward: -69.0 | Length: 69 | Avg Reward: -1.0
Episode: 780 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 781 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 782 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 783 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 784 | Total Reward: -62.0 | Length: 62 | Avg Reward: -1.0
Episode: 785 | Total Reward: -70.0 | Length: 70 | Avg Reward: -1.0
Episode: 786 | Total Reward: -62.0 | Length: 62 | Avg Reward: -1.0
Episode: 787 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 788 | Total Reward: -96.0 | Length: 96 | Avg Reward: -1.0
Episode: 789 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 790 | Total Reward: -68.0 | Length: 68 | Avg Reward: -1.0
Episode: 791 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 792 | Total Reward: -66.0 | Length: 66 | Avg Reward: -1.0
Episode: 793 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 794 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 795 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 796 | Total Reward: -53.0 | Length: 53 | Avg Reward: -1.0
Episode: 797 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 798 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 799 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 800 | Total Reward: -101.0 | Length: 101 | Avg Reward: -1.0
Episode: 801 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 802 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 803 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 804 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 805 | Total Reward: -60.0 | Length: 60 | Avg Reward: -1.0
Episode: 806 | Total Reward: -82.0 | Length: 82 | Avg Reward: -1.0
Episode: 807 | Total Reward: -110.0 | Length: 110 | Avg Reward: -1.0
Episode: 808 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 809 | Total Reward: -59.0 | Length: 59 | Avg Reward: -1.0
Episode: 810 | Total Reward: -65.0 | Length: 65 | Avg Reward: -1.0
Episode: 811 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 812 | Total Reward: -62.0 | Length: 62 | Avg Reward: -1.0
Episode: 813 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 814 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 815 | Total Reward: -60.0 | Length: 60 | Avg Reward: -1.0
Episode: 816 | Total Reward: -75.0 | Length: 75 | Avg Reward: -1.0
Episode: 817 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 818 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 819 | Total Reward: -59.0 | Length: 59 | Avg Reward: -1.0
Episode: 820 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 821 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 822 | Total Reward: -65.0 | Length: 65 | Avg Reward: -1.0
Episode: 823 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 824 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 825 | Total Reward: -60.0 | Length: 60 | Avg Reward: -1.0
Episode: 826 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 827 | Total Reward: -76.0 | Length: 76 | Avg Reward: -1.0
Episode: 828 | Total Reward: -56.0 | Length: 56 | Avg Reward: -1.0
Episode: 829 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 830 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 831 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 832 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 833 | Total Reward: -45.0 | Length: 45 | Avg Reward: -1.0
Episode: 834 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 835 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 836 | Total Reward: -64.0 | Length: 64 | Avg Reward: -1.0
Episode: 837 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 838 | Total Reward: -59.0 | Length: 59 | Avg Reward: -1.0
Episode: 839 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 840 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 841 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 842 | Total Reward: -45.0 | Length: 45 | Avg Reward: -1.0
Episode: 843 | Total Reward: -68.0 | Length: 68 | Avg Reward: -1.0
Episode: 844 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 845 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 846 | Total Reward: -61.0 | Length: 61 | Avg Reward: -1.0
