Initializing env
'MountainCarEnv' object has no attribute 'init'
Initializing basis
Initializing agent
Initializing reward_func
'super' object has no attribute 'init'
Initializing gamma_func
Initializing offpolicy
'bool' object has no attribute 'init'
Initializing max_episodes
'int' object has no attribute 'init'
Initializing buffer_size
'int' object has no attribute 'init'
Initializing batch_size
'int' object has no attribute 'init'
Initializing seed
'int' object has no attribute 'init'
Episode: 334 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 335 | Total Reward: -61.0 | Length: 61 | Avg Reward: -1.0
Episode: 336 | Total Reward: -76.0 | Length: 76 | Avg Reward: -1.0
Episode: 337 | Total Reward: -60.0 | Length: 60 | Avg Reward: -1.0
Episode: 338 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 339 | Total Reward: -73.0 | Length: 73 | Avg Reward: -1.0
Episode: 340 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 341 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 342 | Total Reward: -70.0 | Length: 70 | Avg Reward: -1.0
Episode: 343 | Total Reward: -93.0 | Length: 93 | Avg Reward: -1.0
Episode: 344 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 345 | Total Reward: -75.0 | Length: 75 | Avg Reward: -1.0
Episode: 346 | Total Reward: -62.0 | Length: 62 | Avg Reward: -1.0
Episode: 347 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 348 | Total Reward: -57.0 | Length: 57 | Avg Reward: -1.0
Episode: 349 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 350 | Total Reward: -62.0 | Length: 62 | Avg Reward: -1.0
Episode: 351 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 352 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 353 | Total Reward: -58.0 | Length: 58 | Avg Reward: -1.0
Episode: 354 | Total Reward: -74.0 | Length: 74 | Avg Reward: -1.0
Episode: 355 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 356 | Total Reward: -82.0 | Length: 82 | Avg Reward: -1.0
Episode: 357 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 358 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 359 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 360 | Total Reward: -83.0 | Length: 83 | Avg Reward: -1.0
Episode: 361 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 362 | Total Reward: -72.0 | Length: 72 | Avg Reward: -1.0
Episode: 363 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 364 | Total Reward: -45.0 | Length: 45 | Avg Reward: -1.0
Episode: 365 | Total Reward: -45.0 | Length: 45 | Avg Reward: -1.0
Episode: 366 | Total Reward: -57.0 | Length: 57 | Avg Reward: -1.0
Episode: 367 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 368 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 369 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 370 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 371 | Total Reward: -57.0 | Length: 57 | Avg Reward: -1.0
Episode: 372 | Total Reward: -59.0 | Length: 59 | Avg Reward: -1.0
Episode: 373 | Total Reward: -64.0 | Length: 64 | Avg Reward: -1.0
Episode: 374 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 375 | Total Reward: -66.0 | Length: 66 | Avg Reward: -1.0
Episode: 376 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 377 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 378 | Total Reward: -87.0 | Length: 87 | Avg Reward: -1.0
Episode: 379 | Total Reward: -82.0 | Length: 82 | Avg Reward: -1.0
Episode: 380 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 381 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 382 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 383 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 384 | Total Reward: -61.0 | Length: 61 | Avg Reward: -1.0
Episode: 385 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 386 | Total Reward: -76.0 | Length: 76 | Avg Reward: -1.0
Episode: 387 | Total Reward: -55.0 | Length: 55 | Avg Reward: -1.0
Episode: 388 | Total Reward: -83.0 | Length: 83 | Avg Reward: -1.0
Episode: 389 | Total Reward: -101.0 | Length: 101 | Avg Reward: -1.0
Episode: 390 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 391 | Total Reward: -89.0 | Length: 89 | Avg Reward: -1.0
Episode: 392 | Total Reward: -57.0 | Length: 57 | Avg Reward: -1.0
Episode: 393 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 394 | Total Reward: -72.0 | Length: 72 | Avg Reward: -1.0
Episode: 395 | Total Reward: -64.0 | Length: 64 | Avg Reward: -1.0
Episode: 396 | Total Reward: -79.0 | Length: 79 | Avg Reward: -1.0
Episode: 397 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 398 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 399 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 400 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 401 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 402 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 403 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 404 | Total Reward: -81.0 | Length: 81 | Avg Reward: -1.0
Episode: 405 | Total Reward: -70.0 | Length: 70 | Avg Reward: -1.0
Episode: 406 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 407 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 408 | Total Reward: -72.0 | Length: 72 | Avg Reward: -1.0
Episode: 409 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 410 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 411 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 412 | Total Reward: -74.0 | Length: 74 | Avg Reward: -1.0
Episode: 413 | Total Reward: -56.0 | Length: 56 | Avg Reward: -1.0
Episode: 414 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 415 | Total Reward: -69.0 | Length: 69 | Avg Reward: -1.0
Episode: 416 | Total Reward: -92.0 | Length: 92 | Avg Reward: -1.0
Episode: 417 | Total Reward: -74.0 | Length: 74 | Avg Reward: -1.0
Episode: 418 | Total Reward: -86.0 | Length: 86 | Avg Reward: -1.0
Episode: 419 | Total Reward: -90.0 | Length: 90 | Avg Reward: -1.0
Episode: 420 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 421 | Total Reward: -98.0 | Length: 98 | Avg Reward: -1.0
Episode: 422 | Total Reward: -73.0 | Length: 73 | Avg Reward: -1.0
Episode: 423 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 424 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 425 | Total Reward: -59.0 | Length: 59 | Avg Reward: -1.0
Episode: 426 | Total Reward: -60.0 | Length: 60 | Avg Reward: -1.0
Episode: 427 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 428 | Total Reward: -74.0 | Length: 74 | Avg Reward: -1.0
Episode: 429 | Total Reward: -63.0 | Length: 63 | Avg Reward: -1.0
Episode: 430 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 431 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 432 | Total Reward: -55.0 | Length: 55 | Avg Reward: -1.0
Episode: 433 | Total Reward: -68.0 | Length: 68 | Avg Reward: -1.0
Episode: 434 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 435 | Total Reward: -58.0 | Length: 58 | Avg Reward: -1.0
Episode: 436 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 437 | Total Reward: -71.0 | Length: 71 | Avg Reward: -1.0
Episode: 438 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 439 | Total Reward: -74.0 | Length: 74 | Avg Reward: -1.0
Episode: 440 | Total Reward: -53.0 | Length: 53 | Avg Reward: -1.0
Episode: 441 | Total Reward: -70.0 | Length: 70 | Avg Reward: -1.0
Episode: 442 | Total Reward: -70.0 | Length: 70 | Avg Reward: -1.0
Episode: 443 | Total Reward: -92.0 | Length: 92 | Avg Reward: -1.0
Episode: 444 | Total Reward: -65.0 | Length: 65 | Avg Reward: -1.0
Episode: 445 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 446 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 447 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 448 | Total Reward: -58.0 | Length: 58 | Avg Reward: -1.0
Episode: 449 | Total Reward: -81.0 | Length: 81 | Avg Reward: -1.0
Episode: 450 | Total Reward: -45.0 | Length: 45 | Avg Reward: -1.0
Episode: 451 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 452 | Total Reward: -45.0 | Length: 45 | Avg Reward: -1.0
Episode: 453 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 454 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 455 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 456 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 457 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 458 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 459 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 460 | Total Reward: -76.0 | Length: 76 | Avg Reward: -1.0
Episode: 461 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 462 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 463 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 464 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 465 | Total Reward: -94.0 | Length: 94 | Avg Reward: -1.0
Episode: 466 | Total Reward: -59.0 | Length: 59 | Avg Reward: -1.0
Episode: 467 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 468 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 469 | Total Reward: -66.0 | Length: 66 | Avg Reward: -1.0
Episode: 470 | Total Reward: -85.0 | Length: 85 | Avg Reward: -1.0
Episode: 471 | Total Reward: -75.0 | Length: 75 | Avg Reward: -1.0
Episode: 472 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 473 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 474 | Total Reward: -87.0 | Length: 87 | Avg Reward: -1.0
Episode: 475 | Total Reward: -64.0 | Length: 64 | Avg Reward: -1.0
Episode: 476 | Total Reward: -85.0 | Length: 85 | Avg Reward: -1.0
Episode: 477 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 478 | Total Reward: -63.0 | Length: 63 | Avg Reward: -1.0
Episode: 479 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 480 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 481 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 482 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 483 | Total Reward: -71.0 | Length: 71 | Avg Reward: -1.0
Episode: 484 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 485 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 486 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 487 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 488 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 489 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 490 | Total Reward: -66.0 | Length: 66 | Avg Reward: -1.0
Episode: 491 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 492 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 493 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 494 | Total Reward: -61.0 | Length: 61 | Avg Reward: -1.0
Episode: 495 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 496 | Total Reward: -62.0 | Length: 62 | Avg Reward: -1.0
Episode: 497 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 498 | Total Reward: -53.0 | Length: 53 | Avg Reward: -1.0
Episode: 499 | Total Reward: -70.0 | Length: 70 | Avg Reward: -1.0
Episode: 500 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 501 | Total Reward: -104.0 | Length: 104 | Avg Reward: -1.0
Episode: 502 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 503 | Total Reward: -76.0 | Length: 76 | Avg Reward: -1.0
Episode: 504 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 505 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 506 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 507 | Total Reward: -91.0 | Length: 91 | Avg Reward: -1.0
Episode: 508 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 509 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 510 | Total Reward: -67.0 | Length: 67 | Avg Reward: -1.0
Episode: 511 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 512 | Total Reward: -56.0 | Length: 56 | Avg Reward: -1.0
Episode: 513 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 514 | Total Reward: -55.0 | Length: 55 | Avg Reward: -1.0
Episode: 515 | Total Reward: -74.0 | Length: 74 | Avg Reward: -1.0
Episode: 516 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 517 | Total Reward: -88.0 | Length: 88 | Avg Reward: -1.0
Episode: 518 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 519 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 520 | Total Reward: -59.0 | Length: 59 | Avg Reward: -1.0
Episode: 521 | Total Reward: -62.0 | Length: 62 | Avg Reward: -1.0
Episode: 522 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 523 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 524 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 525 | Total Reward: -81.0 | Length: 81 | Avg Reward: -1.0
Episode: 526 | Total Reward: -87.0 | Length: 87 | Avg Reward: -1.0
Episode: 527 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 528 | Total Reward: -57.0 | Length: 57 | Avg Reward: -1.0
Episode: 529 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 530 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 531 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 532 | Total Reward: -64.0 | Length: 64 | Avg Reward: -1.0
Episode: 533 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 534 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 535 | Total Reward: -63.0 | Length: 63 | Avg Reward: -1.0
Episode: 536 | Total Reward: -58.0 | Length: 58 | Avg Reward: -1.0
Episode: 537 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 538 | Total Reward: -86.0 | Length: 86 | Avg Reward: -1.0
Episode: 539 | Total Reward: -81.0 | Length: 81 | Avg Reward: -1.0
Episode: 540 | Total Reward: -55.0 | Length: 55 | Avg Reward: -1.0
Episode: 541 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 542 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 543 | Total Reward: -63.0 | Length: 63 | Avg Reward: -1.0
Episode: 544 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 545 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 546 | Total Reward: -62.0 | Length: 62 | Avg Reward: -1.0
Episode: 547 | Total Reward: -91.0 | Length: 91 | Avg Reward: -1.0
Episode: 548 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 549 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 550 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 551 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 552 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 553 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 554 | Total Reward: -68.0 | Length: 68 | Avg Reward: -1.0
Episode: 555 | Total Reward: -61.0 | Length: 61 | Avg Reward: -1.0
Episode: 556 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 557 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 558 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 559 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 560 | Total Reward: -53.0 | Length: 53 | Avg Reward: -1.0
Episode: 561 | Total Reward: -66.0 | Length: 66 | Avg Reward: -1.0
Episode: 562 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 563 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 564 | Total Reward: -56.0 | Length: 56 | Avg Reward: -1.0
Episode: 565 | Total Reward: -53.0 | Length: 53 | Avg Reward: -1.0
Episode: 566 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 567 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 568 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 569 | Total Reward: -74.0 | Length: 74 | Avg Reward: -1.0
Episode: 570 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 571 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 572 | Total Reward: -58.0 | Length: 58 | Avg Reward: -1.0
Episode: 573 | Total Reward: -85.0 | Length: 85 | Avg Reward: -1.0
Episode: 574 | Total Reward: -77.0 | Length: 77 | Avg Reward: -1.0
Episode: 575 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 576 | Total Reward: -85.0 | Length: 85 | Avg Reward: -1.0
Episode: 577 | Total Reward: -60.0 | Length: 60 | Avg Reward: -1.0
Episode: 578 | Total Reward: -70.0 | Length: 70 | Avg Reward: -1.0
Episode: 579 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 580 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 581 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 582 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 583 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 584 | Total Reward: -102.0 | Length: 102 | Avg Reward: -1.0
Episode: 585 | Total Reward: -67.0 | Length: 67 | Avg Reward: -1.0
Episode: 586 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 587 | Total Reward: -53.0 | Length: 53 | Avg Reward: -1.0
Episode: 588 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 589 | Total Reward: -80.0 | Length: 80 | Avg Reward: -1.0
Episode: 590 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 591 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 592 | Total Reward: -55.0 | Length: 55 | Avg Reward: -1.0
Episode: 593 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 594 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 595 | Total Reward: -62.0 | Length: 62 | Avg Reward: -1.0
Episode: 596 | Total Reward: -79.0 | Length: 79 | Avg Reward: -1.0
Episode: 597 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 598 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 599 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 600 | Total Reward: -79.0 | Length: 79 | Avg Reward: -1.0
Episode: 601 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 602 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 603 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 604 | Total Reward: -74.0 | Length: 74 | Avg Reward: -1.0
Episode: 605 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 606 | Total Reward: -56.0 | Length: 56 | Avg Reward: -1.0
Episode: 607 | Total Reward: -53.0 | Length: 53 | Avg Reward: -1.0
Episode: 608 | Total Reward: -55.0 | Length: 55 | Avg Reward: -1.0
Episode: 609 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 610 | Total Reward: -65.0 | Length: 65 | Avg Reward: -1.0
Episode: 611 | Total Reward: -57.0 | Length: 57 | Avg Reward: -1.0
Episode: 612 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 613 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 614 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 615 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 616 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 617 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 618 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 619 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 620 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 621 | Total Reward: -53.0 | Length: 53 | Avg Reward: -1.0
Episode: 622 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 623 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 624 | Total Reward: -55.0 | Length: 55 | Avg Reward: -1.0
Episode: 625 | Total Reward: -64.0 | Length: 64 | Avg Reward: -1.0
Episode: 626 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 627 | Total Reward: -67.0 | Length: 67 | Avg Reward: -1.0
Episode: 628 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 629 | Total Reward: -99.0 | Length: 99 | Avg Reward: -1.0
Episode: 630 | Total Reward: -75.0 | Length: 75 | Avg Reward: -1.0
Episode: 631 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 632 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 633 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 634 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 635 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 636 | Total Reward: -58.0 | Length: 58 | Avg Reward: -1.0
Episode: 637 | Total Reward: -79.0 | Length: 79 | Avg Reward: -1.0
Episode: 638 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 639 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 640 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 641 | Total Reward: -55.0 | Length: 55 | Avg Reward: -1.0
Episode: 642 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 643 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 644 | Total Reward: -109.0 | Length: 109 | Avg Reward: -1.0
Episode: 645 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 646 | Total Reward: -49.0 | Length: 49 | Avg Reward: -1.0
Episode: 647 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 648 | Total Reward: -63.0 | Length: 63 | Avg Reward: -1.0
Episode: 649 | Total Reward: -96.0 | Length: 96 | Avg Reward: -1.0
Episode: 650 | Total Reward: -54.0 | Length: 54 | Avg Reward: -1.0
Episode: 651 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 652 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 653 | Total Reward: -69.0 | Length: 69 | Avg Reward: -1.0
Episode: 654 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 655 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 656 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 657 | Total Reward: -79.0 | Length: 79 | Avg Reward: -1.0
Episode: 658 | Total Reward: -70.0 | Length: 70 | Avg Reward: -1.0
Episode: 659 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 660 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 661 | Total Reward: -63.0 | Length: 63 | Avg Reward: -1.0
Episode: 662 | Total Reward: -71.0 | Length: 71 | Avg Reward: -1.0
Episode: 663 | Total Reward: -50.0 | Length: 50 | Avg Reward: -1.0
Episode: 664 | Total Reward: -61.0 | Length: 61 | Avg Reward: -1.0
Episode: 665 | Total Reward: -52.0 | Length: 52 | Avg Reward: -1.0
Episode: 666 | Total Reward: -53.0 | Length: 53 | Avg Reward: -1.0
Episode: 667 | Total Reward: -65.0 | Length: 65 | Avg Reward: -1.0
Episode: 668 | Total Reward: -62.0 | Length: 62 | Avg Reward: -1.0
Episode: 669 | Total Reward: -90.0 | Length: 90 | Avg Reward: -1.0
Episode: 670 | Total Reward: -67.0 | Length: 67 | Avg Reward: -1.0
Episode: 671 | Total Reward: -74.0 | Length: 74 | Avg Reward: -1.0
Episode: 672 | Total Reward: -51.0 | Length: 51 | Avg Reward: -1.0
Episode: 673 | Total Reward: -48.0 | Length: 48 | Avg Reward: -1.0
Episode: 674 | Total Reward: -53.0 | Length: 53 | Avg Reward: -1.0
Episode: 675 | Total Reward: -57.0 | Length: 57 | Avg Reward: -1.0
Episode: 676 | Total Reward: -64.0 | Length: 64 | Avg Reward: -1.0
Episode: 677 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 678 | Total Reward: -200.0 | Length: 200 | Avg Reward: -1.0
Episode: 679 | Total Reward: -82.0 | Length: 82 | Avg Reward: -1.0
Episode: 680 | Total Reward: -46.0 | Length: 46 | Avg Reward: -1.0
Episode: 681 | Total Reward: -72.0 | Length: 72 | Avg Reward: -1.0
Episode: 682 | Total Reward: -57.0 | Length: 57 | Avg Reward: -1.0
Episode: 683 | Total Reward: -55.0 | Length: 55 | Avg Reward: -1.0
Episode: 684 | Total Reward: -60.0 | Length: 60 | Avg Reward: -1.0
Episode: 685 | Total Reward: -47.0 | Length: 47 | Avg Reward: -1.0
Episode: 686 | Total Reward: -66.0 | Length: 66 | Avg Reward: -1.0
Episode: 687 | Total Reward: -73.0 | Length: 73 | Avg Reward: -1.0
